t dd no-dd
7.200000000000000000e+01 5.901733875274658203e+00 6.412660598754882812e+00
7.300000000000000000e+01 5.901308059692382812e+00 6.401620388031005859e+00
7.500000000000000000e+01 5.901002883911132812e+00 6.380290031433105469e+00
7.600000000000000000e+01 5.900992870330810547e+00 6.369976043701171875e+00
7.700000000000000000e+01 5.900729179382324219e+00 6.359845161437988281e+00
7.800000000000000000e+01 5.900708675384521484e+00 6.349913120269775391e+00
7.900000000000000000e+01 5.900490283966064453e+00 6.340179920196533203e+00
8.100000000000000000e+01 5.900281906127929688e+00 6.321230411529541016e+00
8.200000000000000000e+01 5.900242805480957031e+00 6.312092781066894531e+00
8.300000000000000000e+01 5.900101184844970703e+00 6.303090095520019531e+00
8.400000000000000000e+01 5.900055408477783203e+00 6.294307231903076172e+00
8.600000000000000000e+01 5.899896144866943359e+00 6.277197360992431641e+00
8.700000000000000000e+01 5.899803638458251953e+00 6.268767833709716797e+00
8.900000000000000000e+01 5.899681568145751953e+00 6.252626419067382812e+00
9.000000000000000000e+01 5.899639129638671875e+00 6.244826793670654297e+00
9.100000000000000000e+01 5.899573802947998047e+00 6.237191200256347656e+00
9.300000000000000000e+01 5.899479389190673828e+00 6.222250938415527344e+00
9.400000000000000000e+01 5.899445056915283203e+00 6.215075492858886719e+00
9.600000000000000000e+01 5.899365425109863281e+00 6.200982570648193359e+00
9.700000000000000000e+01 5.899325370788574219e+00 6.194155216217041016e+00
9.900000000000000000e+01 5.899262905120849609e+00 6.180781364440917969e+00
1.000000000000000000e+02 5.899239540100097656e+00 6.174327850341796875e+00
1.020000000000000000e+02 5.899185180664062500e+00 6.161871910095214844e+00
1.030000000000000000e+02 5.899158954620361328e+00 6.155964374542236328e+00
1.050000000000000000e+02 5.899118423461914062e+00 6.144797801971435547e+00
1.070000000000000000e+02 5.899083137512207031e+00 6.134594917297363281e+00
1.080000000000000000e+02 5.899066925048828125e+00 6.129584312438964844e+00
1.100000000000000000e+02 5.899038314819335938e+00 6.119821548461914062e+00
1.120000000000000000e+02 5.899010658264160156e+00 6.110437393188476562e+00
1.140000000000000000e+02 5.898984909057617188e+00 6.101318836212158203e+00
1.150000000000000000e+02 5.898976325988769531e+00 6.096905708312988281e+00
1.170000000000000000e+02 5.898954868316650391e+00 6.088263034820556641e+00
1.190000000000000000e+02 5.898941516876220703e+00 6.079813957214355469e+00
1.210000000000000000e+02 5.898925304412841797e+00 6.071738243103027344e+00
1.230000000000000000e+02 5.898915290832519531e+00 6.064732074737548828e+00
1.250000000000000000e+02 5.898904323577880859e+00 6.058073520660400391e+00
1.270000000000000000e+02 5.898893356323242188e+00 6.051689624786376953e+00
1.290000000000000000e+02 5.898885726928710938e+00 6.045445442199707031e+00
1.310000000000000000e+02 5.898876190185546875e+00 6.039412975311279297e+00
1.330000000000000000e+02 5.898870468139648438e+00 6.034029006958007812e+00
1.350000000000000000e+02 5.898864269256591797e+00 6.028849601745605469e+00
1.370000000000000000e+02 5.898858070373535156e+00 6.023815155029296875e+00
1.390000000000000000e+02 5.898854255676269531e+00 6.018962383270263672e+00
1.410000000000000000e+02 5.898851394653320312e+00 6.014202117919921875e+00
1.430000000000000000e+02 5.898849010467529297e+00 6.009652137756347656e+00
1.460000000000000000e+02 5.898842811584472656e+00 6.002986907958984375e+00
1.480000000000000000e+02 5.898840904235839844e+00 5.998745918273925781e+00
1.500000000000000000e+02 5.898837089538574219e+00 5.994599819183349609e+00
1.530000000000000000e+02 5.898835659027099609e+00 5.988582611083984375e+00
1.550000000000000000e+02 5.898833751678466797e+00 5.984725952148437500e+00
1.570000000000000000e+02 5.898831844329833984e+00 5.980945587158203125e+00
1.600000000000000000e+02 5.898829936981201172e+00 5.975537776947021484e+00
1.620000000000000000e+02 5.898829936981201172e+00 5.972046375274658203e+00
1.650000000000000000e+02 5.898829460144042969e+00 5.966938972473144531e+00
1.670000000000000000e+02 5.898828029632568359e+00 5.963692665100097656e+00
1.700000000000000000e+02 5.898827075958251953e+00 5.958915233612060547e+00
1.730000000000000000e+02 5.898826122283935547e+00 5.954324245452880859e+00
1.750000000000000000e+02 5.898826122283935547e+00 5.951346874237060547e+00
1.780000000000000000e+02 5.898824691772460938e+00 5.947063446044921875e+00
1.810000000000000000e+02 5.898823261260986328e+00 5.942944526672363281e+00
1.840000000000000000e+02 5.898823261260986328e+00 5.939012527465820312e+00
1.870000000000000000e+02 5.898823261260986328e+00 5.935237407684326172e+00
1.900000000000000000e+02 5.898823261260986328e+00 5.931584358215332031e+00
1.930000000000000000e+02 5.898823261260986328e+00 5.928106307983398438e+00
1.960000000000000000e+02 5.898823261260986328e+00 5.924753189086914062e+00
1.990000000000000000e+02 5.898823261260986328e+00 5.921504497528076172e+00
2.020000000000000000e+02 5.898823738098144531e+00 5.918468475341796875e+00
2.050000000000000000e+02 5.898823738098144531e+00 5.915576934814453125e+00
2.080000000000000000e+02 5.898823738098144531e+00 5.912753105163574219e+00
2.110000000000000000e+02 5.898823738098144531e+00 5.910067081451416016e+00
2.150000000000000000e+02 5.898823738098144531e+00 5.906633853912353516e+00
2.180000000000000000e+02 5.898823738098144531e+00 5.904148578643798828e+00
2.210000000000000000e+02 5.898823738098144531e+00 5.901772022247314453e+00
2.250000000000000000e+02 5.898823738098144531e+00 5.898729801177978516e+00
2.280000000000000000e+02 5.898823738098144531e+00 5.896544933319091797e+00
2.320000000000000000e+02 5.898823738098144531e+00 5.893742084503173828e+00
2.360000000000000000e+02 5.898823738098144531e+00 5.891045570373535156e+00
2.390000000000000000e+02 5.898823261260986328e+00 5.889132022857666016e+00
2.430000000000000000e+02 5.898823738098144531e+00 5.886664867401123047e+00
2.470000000000000000e+02 5.898823261260986328e+00 5.884315013885498047e+00
2.510000000000000000e+02 5.898823261260986328e+00 5.882076263427734375e+00
2.550000000000000000e+02 5.898823738098144531e+00 5.879932403564453125e+00
2.590000000000000000e+02 5.898823738098144531e+00 5.877881526947021484e+00
2.630000000000000000e+02 5.898823261260986328e+00 5.875924110412597656e+00
2.670000000000000000e+02 5.898823261260986328e+00 5.874051094055175781e+00
2.710000000000000000e+02 5.898823261260986328e+00 5.872265815734863281e+00
2.750000000000000000e+02 5.898823261260986328e+00 5.870546817779541016e+00
2.790000000000000000e+02 5.898823261260986328e+00 5.868907451629638672e+00
2.840000000000000000e+02 5.898823261260986328e+00 5.866951465606689453e+00
2.880000000000000000e+02 5.898823261260986328e+00 5.865458488464355469e+00
2.930000000000000000e+02 5.898823261260986328e+00 5.863681793212890625e+00
2.970000000000000000e+02 5.898823261260986328e+00 5.862331390380859375e+00
3.020000000000000000e+02 5.898823261260986328e+00 5.860713005065917969e+00
3.070000000000000000e+02 5.898823261260986328e+00 5.859184741973876953e+00
3.110000000000000000e+02 5.898823261260986328e+00 5.858024120330810547e+00
3.160000000000000000e+02 5.898823261260986328e+00 5.856623649597167969e+00
3.210000000000000000e+02 5.898823738098144531e+00 5.855299472808837891e+00
3.260000000000000000e+02 5.898823261260986328e+00 5.854043960571289062e+00
