sv conv fc
2.369449806213378906e+01 9.843848943710327148e-01 1.760297119617462158e-01
2.368167686462402344e+01 9.839102029800415039e-01 1.786632835865020752e-01
2.366888999938964844e+01 9.851047992706298828e-01 1.719547808170318604e-01
2.364399528503417969e+01 9.850848317146301270e-01 1.720693558454513550e-01
2.362437438964843750e+01 9.845092296600341797e-01 1.753325015306472778e-01
2.360235595703125000e+01 9.861506223678588867e-01 1.658517867326736450e-01
2.359266471862792969e+01 9.854363799095153809e-01 1.700446009635925293e-01
2.358525466918945312e+01 9.841333627700805664e-01 1.774302273988723755e-01
2.356735610961914062e+01 9.845820069313049316e-01 1.749235689640045166e-01
2.355153656005859375e+01 9.854059815406799316e-01 1.702200472354888916e-01
2.353811836242675781e+01 9.843822121620178223e-01 1.760445386171340942e-01
2.350001716613769531e+01 9.856696724891662598e-01 1.686867922544479370e-01
2.349877738952636719e+01 9.850431084632873535e-01 1.723081767559051514e-01
2.348240089416503906e+01 9.843811392784118652e-01 1.760502308607101440e-01
2.345278930664062500e+01 9.851118326187133789e-01 1.719146072864532471e-01
2.343240737915039062e+01 9.835739135742187500e-01 1.805061697959899902e-01
2.342396736145019531e+01 9.852852225303649902e-01 1.709179133176803589e-01
2.339053344726562500e+01 9.855936765670776367e-01 1.691304147243499756e-01
2.337657356262207031e+01 9.851393699645996094e-01 1.717564165592193604e-01
2.336202049255371094e+01 9.841551184654235840e-01 1.773094683885574341e-01
2.332562446594238281e+01 9.848216176033020020e-01 1.735692024230957031e-01
2.330914115905761719e+01 9.852168560028076172e-01 1.713119447231292725e-01
2.330034065246582031e+01 9.835641384124755859e-01 1.805592924356460571e-01
2.328229522705078125e+01 9.840387701988220215e-01 1.779540479183197021e-01
2.324921798706054688e+01 9.836435914039611816e-01 1.801254302263259888e-01
2.324311256408691406e+01 9.843055605888366699e-01 1.764722764492034912e-01
2.322274971008300781e+01 9.833866357803344727e-01 1.815233230590820312e-01
2.318416213989257812e+01 9.843389391899108887e-01 1.762861162424087524e-01
2.316206550598144531e+01 9.851307868957519531e-01 1.718060970306396484e-01
2.314714431762695312e+01 9.834989309310913086e-01 1.809137612581253052e-01
2.313888740539550781e+01 9.835928082466125488e-01 1.804027557373046875e-01
2.311170005798339844e+01 9.839931130409240723e-01 1.782062053680419922e-01
2.308913803100585938e+01 9.835668802261352539e-01 1.805440336465835571e-01
2.306521415710449219e+01 9.847611188888549805e-01 1.739126741886138916e-01
2.305564689636230469e+01 9.847700595855712891e-01 1.738611310720443726e-01
2.302910423278808594e+01 9.852950572967529297e-01 1.708616614341735840e-01
2.301280784606933594e+01 9.839347600936889648e-01 1.785283684730529785e-01
2.300015830993652344e+01 9.848402142524719238e-01 1.734642535448074341e-01
2.297749519348144531e+01 9.840537309646606445e-01 1.778708547353744507e-01
2.296155738830566406e+01 9.850283861160278320e-01 1.723921597003936768e-01
2.292561149597167969e+01 9.840372204780578613e-01 1.779627352952957153e-01
2.291015052795410156e+01 9.846575856208801270e-01 1.744976490736007690e-01
2.288894081115722656e+01 9.843088388442993164e-01 1.764543056488037109e-01
2.287172317504882812e+01 9.841251373291015625e-01 1.774759441614151001e-01
2.282866668701171875e+01 9.829316139221191406e-01 1.839714795351028442e-01
2.281624412536621094e+01 9.823595285415649414e-01 1.870019733905792236e-01
2.278035736083984375e+01 9.841063022613525391e-01 1.775801479816436768e-01
2.277420234680175781e+01 9.849184155464172363e-01 1.730191558599472046e-01
2.274766540527343750e+01 9.838775396347045898e-01 1.788433790206909180e-01
2.274239730834960938e+01 9.840196371078491211e-01 1.780600845813751221e-01
2.272006225585937500e+01 9.832618832588195801e-01 1.821976453065872192e-01
2.269884300231933594e+01 9.841973781585693359e-01 1.770748496055603027e-01
2.268991851806640625e+01 9.839417338371276855e-01 1.784897297620773315e-01
2.267016792297363281e+01 9.844781160354614258e-01 1.755072772502899170e-01
2.263959503173828125e+01 9.832544922828674316e-01 1.822375953197479248e-01
2.262029266357421875e+01 9.835847020149230957e-01 1.804471611976623535e-01
2.260299682617187500e+01 9.848322868347167969e-01 1.735088676214218140e-01
2.255882263183593750e+01 9.859340786933898926e-01 1.671345829963684082e-01
2.254480361938476562e+01 9.842200875282287598e-01 1.769483089447021484e-01
2.250882720947265625e+01 9.843453764915466309e-01 1.762502491474151611e-01
2.249172592163085938e+01 9.839224815368652344e-01 1.785960197448730469e-01
2.244819450378417969e+01 9.855548739433288574e-01 1.693563908338546753e-01
2.243894004821777344e+01 9.857029318809509277e-01 1.684924364089965820e-01
2.241467094421386719e+01 9.837277531623840332e-01 1.796654909849166870e-01
2.237250518798828125e+01 9.832965135574340820e-01 1.820108741521835327e-01
2.235952186584472656e+01 9.851237535476684570e-01 1.718458384275436401e-01
2.232307052612304688e+01 9.848384857177734375e-01 1.734734028577804565e-01
2.231079864501953125e+01 9.833145737648010254e-01 1.819133311510086060e-01
2.229837226867675781e+01 9.833323955535888672e-01 1.818168610334396362e-01
2.225160789489746094e+01 9.843676686286926270e-01 1.761258691549301147e-01
2.223013114929199219e+01 9.835197925567626953e-01 1.808003485202789307e-01
2.220079803466796875e+01 9.843580126762390137e-01 1.761796027421951294e-01
2.216519546508789062e+01 9.843684434890747070e-01 1.761212646961212158e-01
2.214317131042480469e+01 9.845277070999145508e-01 1.752285957336425781e-01
2.212745475769042969e+01 9.847089052200317383e-01 1.742077320814132690e-01
2.208214950561523438e+01 9.840341210365295410e-01 1.779795438051223755e-01
2.205424880981445312e+01 9.853243231773376465e-01 1.706922203302383423e-01
2.201367950439453125e+01 9.848713874816894531e-01 1.732871085405349731e-01
2.200600814819335938e+01 9.842863082885742188e-01 1.765799671411514282e-01
2.195965766906738281e+01 9.839569926261901855e-01 1.784054934978485107e-01
2.195038414001464844e+01 9.844866991043090820e-01 1.754591464996337891e-01
2.193965721130371094e+01 9.826903939247131348e-01 1.852558404207229614e-01
2.190756607055664062e+01 9.840419292449951172e-01 1.779363900423049927e-01
2.187723541259765625e+01 9.835662841796875000e-01 1.805471479892730713e-01
2.183081054687500000e+01 9.842714667320251465e-01 1.766625344753265381e-01
2.182101631164550781e+01 9.826977849006652832e-01 1.852160096168518066e-01
2.179013824462890625e+01 9.854657649993896484e-01 1.698738783597946167e-01
2.172397422790527344e+01 9.843401312828063965e-01 1.762795001268386841e-01
2.171185302734375000e+01 9.839064478874206543e-01 1.786837875843048096e-01
2.167978477478027344e+01 9.840319752693176270e-01 1.779914349317550659e-01
2.166330909729003906e+01 9.819989204406738281e-01 1.888867020606994629e-01
2.162115669250488281e+01 9.833944439888000488e-01 1.814808994531631470e-01
2.157795333862304688e+01 9.808871150016784668e-01 1.945773512125015259e-01
2.156602096557617188e+01 9.849149584770202637e-01 1.730391234159469604e-01
2.151751327514648438e+01 9.837729930877685547e-01 1.794175058603286743e-01
2.146586608886718750e+01 9.846203923225402832e-01 1.747071146965026855e-01
2.142631340026855469e+01 9.839541912078857422e-01 1.784211993217468262e-01
2.140510177612304688e+01 9.832623600959777832e-01 1.821947842836380005e-01
2.137157630920410156e+01 9.847033023834228516e-01 1.742390692234039307e-01
2.133366966247558594e+01 9.813999533653259277e-01 1.919741630554199219e-01
2.129085731506347656e+01 9.836057424545288086e-01 1.803317517042160034e-01
2.126217269897460938e+01 9.832292199134826660e-01 1.823738068342208862e-01
2.121724128723144531e+01 9.846023917198181152e-01 1.748087853193283081e-01
2.120485115051269531e+01 9.827368259429931641e-01 1.850085556507110596e-01
2.110724258422851562e+01 9.847605824470520020e-01 1.739153861999511719e-01
2.109952545166015625e+01 9.854775667190551758e-01 1.698054671287536621e-01
2.103281211853027344e+01 9.843382239341735840e-01 1.762901395559310913e-01
2.100963401794433594e+01 9.848496913909912109e-01 1.734099686145782471e-01
2.094494819641113281e+01 9.841197133064270020e-01 1.775063276290893555e-01
2.088148117065429688e+01 9.848672747611999512e-01 1.733101457357406616e-01
2.076929855346679688e+01 9.837033748626708984e-01 1.797987669706344604e-01
2.072056388854980469e+01 9.841478466987609863e-01 1.773497015237808228e-01
2.064087104797363281e+01 9.844193458557128906e-01 1.758366972208023071e-01
2.055892753601074219e+01 9.842993617057800293e-01 1.765069961547851562e-01
2.048539924621582031e+01 9.835149049758911133e-01 1.808264851570129395e-01
2.037704467773437500e+01 9.846479296684265137e-01 1.745517402887344360e-01
