epoch train test
738.000 99.964 73.270
739.000 99.968 73.440
740.000 99.952 73.120
741.000 99.972 73.430
742.000 99.968 73.470
743.000 99.962 73.420
744.000 99.972 73.400
745.000 99.982 73.270
746.000 99.970 73.330
747.000 99.966 73.630
748.000 99.972 73.270
749.000 99.962 72.950
750.000 99.974 73.570
751.000 99.972 73.500
752.000 99.966 73.260
753.000 99.978 73.080
754.000 99.960 73.210
755.000 99.968 73.340
756.000 99.972 73.440
757.000 99.970 73.030
758.000 99.970 73.340
759.000 99.976 73.150
760.000 99.958 73.340
761.000 99.972 73.240
762.000 99.980 73.010
763.000 99.976 73.230
764.000 99.974 73.300
765.000 99.964 73.460
766.000 99.966 73.610
767.000 99.976 73.320
768.000 99.972 73.530
769.000 99.980 73.540
770.000 99.974 73.270
771.000 99.964 73.330
772.000 99.982 73.090
773.000 99.974 73.240
774.000 99.978 73.210
775.000 99.974 73.600
776.000 99.960 73.390
777.000 99.982 73.370
778.000 99.982 73.560
779.000 99.976 73.290
780.000 99.982 73.460
781.000 99.980 73.590
782.000 99.980 73.620
783.000 99.968 73.210
784.000 99.966 73.440
785.000 99.976 73.620
786.000 99.980 73.270
787.000 99.974 73.580
788.000 99.972 73.380
789.000 99.974 73.600
790.000 99.968 73.960
791.000 99.980 73.700
792.000 99.970 73.710
793.000 99.982 73.390
794.000 99.968 73.170
795.000 99.992 73.330
796.000 99.974 73.400
797.000 99.970 73.640
798.000 99.976 73.400
799.000 99.972 73.370
800.000 99.974 73.490
801.000 99.984 73.480
802.000 99.966 73.360
803.000 99.980 73.580
804.000 99.984 73.190
805.000 99.976 73.160
806.000 99.972 73.460
807.000 99.982 73.490
808.000 99.982 73.510
809.000 99.982 73.450
810.000 99.964 73.200
811.000 99.986 73.410
812.000 99.986 73.220
813.000 99.984 73.420
814.000 99.992 73.190
815.000 99.978 73.540
816.000 99.980 73.460
817.000 99.966 73.170
818.000 99.988 73.440
819.000 99.986 73.280
820.000 99.956 73.050
821.000 99.990 73.780
822.000 99.974 73.780
823.000 99.976 73.570
824.000 99.986 73.480
825.000 99.990 73.550
826.000 99.970 73.290
827.000 99.988 73.530
828.000 99.990 73.420
829.000 99.974 73.480
830.000 99.990 73.480
831.000 99.988 73.290
832.000 99.996 73.200
833.000 99.986 73.420
834.000 99.968 73.550
835.000 99.980 73.590
836.000 99.986 73.510
837.000 99.980 73.600
838.000 99.988 73.790
839.000 99.984 73.570
840.000 99.980 73.510
841.000 99.996 73.450
842.000 99.990 73.410
843.000 99.984 73.050
844.000 99.988 73.580
845.000 99.982 73.460
846.000 99.992 73.330
847.000 99.972 73.380
848.000 99.988 73.540
849.000 99.986 73.550
850.000 99.984 73.560
851.000 99.988 73.190
852.000 99.986 73.510
853.000 99.978 73.370
854.000 99.986 73.240
855.000 99.986 73.340
856.000 99.996 73.440
857.000 99.992 73.330
858.000 99.982 73.450
859.000 99.966 73.250
860.000 99.978 73.400
861.000 99.986 73.770
862.000 99.982 73.420
863.000 99.986 73.300
864.000 99.990 73.200
865.000 99.996 73.550
866.000 99.984 73.430
867.000 99.974 73.220
868.000 99.984 73.480
869.000 99.986 73.560
870.000 99.984 73.170
871.000 99.988 73.500
872.000 99.982 73.500
873.000 99.990 73.490
874.000 99.990 73.510
875.000 99.986 73.340
876.000 99.986 73.610
877.000 99.984 73.720
878.000 99.982 73.440
879.000 99.988 73.410
880.000 99.976 73.370
881.000 99.982 73.390
882.000 99.992 73.360
883.000 99.984 73.440
884.000 99.996 73.240
885.000 99.992 73.330
886.000 99.996 73.480
887.000 99.980 73.440
888.000 99.984 73.200
889.000 99.986 73.410
890.000 99.992 73.110
891.000 99.986 73.510
892.000 99.990 73.400
893.000 99.998 73.080
894.000 99.978 73.100
895.000 99.984 73.360
896.000 99.994 73.280
897.000 99.984 73.220
898.000 99.996 73.140
899.000 99.978 73.530
900.000 100.000 73.360
901.000 99.986 73.630
902.000 99.998 73.110
903.000 99.994 73.490
904.000 99.980 73.310
905.000 99.992 73.590
906.000 99.984 72.980
907.000 99.990 73.230
908.000 99.994 73.210
909.000 99.992 73.240
910.000 99.992 73.400
911.000 99.988 73.410
912.000 99.992 73.080
913.000 99.990 73.550
914.000 99.986 73.230
915.000 99.988 73.570
916.000 99.986 73.190
917.000 99.988 73.510
918.000 99.990 73.060
919.000 99.984 73.050
920.000 99.986 73.330
921.000 99.984 73.300
922.000 99.994 73.370
923.000 99.996 73.410
924.000 99.994 73.430
925.000 99.986 73.550
926.000 99.990 73.450
927.000 99.988 73.510
